&REPORT,3631,131017,025920,05034.4100,N,03634.1844,E,0,0,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030000,05034.4023,N,03634.1563,E,16,214,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030004,05034.3835,N,03634.1537,E,20,172,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030014,05034.3476,N,03634.1590,E,22,198,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030016,05034.3444,N,03634.1563,E,22,206,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030020,05034.3217,N,03634.1434,E,26,171,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030022,05034.3179,N,03634.1448,E,26,163,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030024,05034.3082,N,03634.1576,E,27,118,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030028,05034.3076,N,03634.1782,E,29,72,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030030,05034.3121,N,03634.1911,E,29,49,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030036,05034.3256,N,03634.2208,E,31,70,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030046,05034.3320,N,03634.3082,E,40,84,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030054,05034.3405,N,03634.4035,E,47,82,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030104,05034.3501,N,03634.5065,E,45,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030110,05034.3547,N,03634.5387,E,5,74,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030128,05034.3591,N,03634.5980,E,29,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030138,05034.3643,N,03634.6854,E,43,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030146,05034.3707,N,03634.7807,E,50,82,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030152,05034.3771,N,03634.8683,E,53,82,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030200,05034.3842,N,03634.9557,E,39,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030222,05034.3848,N,03634.9878,E,0,88,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030224,05034.3849,N,03634.9880,E,2,82,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030230,05034.3849,N,03635.0111,E,2,95,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030232,05034.3829,N,03635.0253,E,20,98,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030234,05034.3817,N,03635.0331,E,20,102,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030238,05034.3726,N,03635.0729,E,35,108,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030242,05034.3661,N,03635.1038,E,44,111,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030244,05034.3604,N,03635.1244,E,47,112,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030248,05034.3501,N,03635.1656,E,48,112,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030256,05034.3307,N,03635.2533,E,42,110,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030258,05034.3288,N,03635.2636,E,42,111,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030304,05034.3089,N,03635.3407,E,54,110,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030312,05034.2858,N,03635.4295,E,42,110,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030318,05034.2805,N,03635.4671,E,29,74,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030320,05034.2908,N,03635.4838,E,29,23,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030326,05034.3140,N,03635.4991,E,39,22,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030332,05034.3488,N,03635.5364,E,52,43,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030336,05034.3661,N,03635.5648,E,54,48,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030342,05034.4028,N,03635.6305,E,63,52,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030348,05034.4403,N,03635.7001,E,61,46,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030352,05034.4724,N,03635.7477,E,58,36,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030356,05034.4943,N,03635.7669,E,56,28,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030402,05034.5426,N,03635.7992,E,29,17,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030404,05034.5465,N,03635.8003,E,21,16,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030420,05034.5953,N,03635.8134,E,39,8,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030430,05034.6534,N,03635.8379,E,45,22,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030434,05034.6848,N,03635.8713,E,50,43,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030438,05034.6996,N,03635.8997,E,53,52,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030442,05034.7195,N,03635.9704,E,52,78,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030444,05034.7209,N,03635.9846,E,54,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030450,05034.7287,N,03636.0670,E,60,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030456,05034.7383,N,03636.1519,E,61,78,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030500,05034.7461,N,03636.2098,E,62,75,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030504,05034.7511,N,03636.2395,E,62,74,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030510,05034.7678,N,03636.3373,E,62,72,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030516,05034.7852,N,03636.4222,E,64,72,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030520,05034.7980,N,03636.5099,E,62,81,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030522,05034.7980,N,03636.5099,E,62,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030526,05034.8013,N,03636.5703,E,63,89,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030528,05034.8001,N,03636.6000,E,63,94,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030530,05034.7976,N,03636.6309,E,63,98,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030534,05034.7905,N,03636.6900,E,63,104,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030536,05034.7852,N,03636.7184,E,64,108,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030538,05034.7781,N,03636.7454,E,63,114,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030544,05034.7511,N,03636.8227,E,62,124,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030550,05034.7131,N,03636.8857,E,61,134,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030556,05034.6745,N,03636.9475,E,62,132,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030600,05034.6410,N,03637.0157,E,61,119,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030602,05034.6365,N,03637.0274,E,59,116,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030604,05034.6301,N,03637.0544,E,60,106,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030606,05034.6262,N,03637.0827,E,62,96,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030608,05034.6257,N,03637.1136,E,62,89,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030610,05034.6268,N,03637.1432,E,63,82,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030612,05034.6307,N,03637.1741,E,62,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030614,05034.6339,N,03637.2038,E,61,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030622,05034.6449,N,03637.2990,E,55,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030630,05034.6539,N,03637.3956,E,52,80,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030640,05034.6733,N,03637.4819,E,29,66,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030650,05034.6971,N,03637.5179,E,20,348,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030656,05034.7152,N,03637.5064,E,21,336,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030700,05034.7248,N,03637.4961,E,17,319,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030710,05034.7401,N,03637.4677,E,13,321,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030720,05034.7530,N,03637.4446,E,11,308,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030754,05034.7676,N,03637.4112,E,0,305,,0,0,,,,3,0,0,;
&REPORT,3631,131017,030756,05034.7676,N,03637.4112,E,0,0,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031238,05034.7564,N,03637.4110,E,12,119,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031244,05034.7536,N,03637.4213,E,12,72,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031246,05034.7550,N,03637.4277,E,9,62,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031250,05034.7536,N,03637.4446,E,15,123,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031304,05034.7266,N,03637.4858,E,17,144,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031306,05034.7209,N,03637.4922,E,13,145,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031322,05034.6875,N,03637.5243,E,12,65,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031324,05034.6912,N,03637.5385,E,22,66,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031334,05034.7170,N,03637.6325,E,44,67,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031336,05034.7170,N,03637.6325,E,44,66,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031344,05034.7433,N,03637.7188,E,51,68,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031350,05034.7660,N,03637.7985,E,56,66,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031358,05034.7923,N,03637.8964,E,55,66,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031406,05034.8154,N,03637.9827,E,56,68,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031412,05034.8388,N,03638.0690,E,56,66,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031418,05034.8594,N,03638.1539,E,54,71,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031420,05034.8594,N,03638.1539,E,54,70,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031428,05034.8740,N,03638.2569,E,56,76,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031434,05034.8857,N,03638.3496,E,56,76,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031442,05034.8985,N,03638.4398,E,56,74,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031448,05034.9141,N,03638.5233,E,52,74,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031456,05034.9269,N,03638.6096,E,52,74,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031504,05034.9461,N,03638.7023,E,48,72,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031514,05034.9667,N,03638.7886,E,23,70,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031534,05034.9720,N,03638.7989,E,2,64,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031542,05034.9745,N,03638.8273,E,9,68,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031546,05034.9816,N,03638.8671,E,40,76,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031548,05034.9830,N,03638.8788,E,40,76,,0,0,,,,3,0,0,;
&REPORT,3631,131017,031554,05034.9862,N,03638.9470,E,41,90,,0,0,,,,3,0,0,;
